ags,ac,al,dv
08136049,3,40 bis 59,7.7
08136062,4,60 bis 74,2.6
08136007,4,60 bis 74,2.4
08136009,1,unter 18,2.0
08136028,1,unter 18,1.5
08136029,3,40 bis 59,2.0
08136043,1,unter 18,1.6
08136065,2,19 bis 39,1.6
08136079,5,75 und älter,1.1
08136015,4,60 bis 74,2.6
08136044,1,unter 18,2.8
08136061,1,unter 18,3.2
08136066,4,60 bis 74,1.6
08136070,1,unter 18,4.4
08136068,3,40 bis 59,3.8
08136071,1,unter 18,2.3
08136075,1,unter 18,4.3
08211000,5,75 und älter,3.4
08212000,2,19 bis 39,7.8
08215017,5,75 und älter,3.5
08215046,3,40 bis 59,2.0
08215047,4,60 bis 74,3.4
08215064,4,60 bis 74,1.2
08215084,3,40 bis 59,1.2
08215089,1,unter 18,1.1
08215090,1,unter 18,3.0
08215096,4,60 bis 74,2.0
08215097,3,40 bis 59,1.5
08215101,3,40 bis 59,1.0
08215102,5,75 und älter,0.7
08215105,3,40 bis 59,2.0
08215106,3,40 bis 59,0.9
08215108,5,75 und älter,2.1
08215109,1,unter 18,1.3
08215110,5,75 und älter,2.6
08215039,4,60 bis 74,1.5
08215100,3,40 bis 59,2.0
08215007,3,40 bis 59,1.9
08215025,1,unter 18,3.6
08215009,2,19 bis 39,1.5
08215021,3,40 bis 59,1.8
08215029,3,40 bis 59,1.3
08215103,3,40 bis 59,2.0
08215099,4,60 bis 74,1.0
08215111,4,60 bis 74,3.8
08215040,1,unter 18,1.3
08215059,1,unter 18,3.0
08215066,1,unter 18,2.1
08215107,4,60 bis 74,3.1
08215082,3,40 bis 59,0.6
08215094,1,unter 18,1.3
08216008,4,60 bis 74,1.3
08216013,4,60 bis 74,3.2
08216015,5,75 und älter,1.5
08216006,4,60 bis 74,1.8
08216024,3,40 bis 59,0.9
08216007,4,60 bis 74,1.9
08216041,4,60 bis 74,2.3
08216002,3,40 bis 59,1.9
08216005,4,60 bis 74,1.2
08216009,3,40 bis 59,2.0
08216012,4,60 bis 74,2.6
08216017,4,60 bis 74,2.0
08216029,3,40 bis 59,2.4
08216059,4,60 bis 74,1.3
08216023,4,60 bis 74,1.1
08216033,4,60 bis 74,1.8
08216039,4,60 bis 74,1.9
08216043,2,19 bis 39,0.9
08216052,3,40 bis 59,2.7
08216028,4,60 bis 74,2.2
08216063,4,60 bis 74,2.4
08216022,2,19 bis 39,2.8
08216049,3,40 bis 59,2.1
08221000,2,19 bis 39,14.8
08222000,2,19 bis 39,6.8
08225014,4,60 bis 74,2.7
08225060,4,60 bis 74,3.3
08225032,4,60 bis 74,1.9
08225039,4,60 bis 74,1.8
08225109,4,60 bis 74,1.3
08225033,3,40 bis 59,2.2
08225042,4,60 bis 74,2.0
08225002,3,40 bis 59,1.8
08225068,4,60 bis 74,2.5
08225116,3,40 bis 59,4.6
08225024,4,60 bis 74,2.1
08225052,4,60 bis 74,3.1
08225058,4,60 bis 74,1.3
08225067,4,60 bis 74,2.0
08225074,1,unter 18,2.1
08225117,4,60 bis 74,2.0
08225010,3,40 bis 59,2.6
08225064,4,60 bis 74,2.3
08225113,4,60 bis 74,6.5
08225118,4,60 bis 74,4.2
08225075,1,unter 18,1.5
08225082,4,60 bis 74,1.8
08225114,3,40 bis 59,1.9
08225009,3,40 bis 59,1.2
08225115,4,60 bis 74,3.1
08225001,1,unter 18,1.5
08225091,1,unter 18,3.2
08226009,4,60 bis 74,2.6
08226012,2,19 bis 39,6.0
08226018,2,19 bis 39,6.2
08226028,3,40 bis 59,0.8
08226036,3,40 bis 59,3.0
08226037,5,75 und älter,2.2
08226038,5,75 und älter,2.5
08226041,2,19 bis 39,1.8
08226060,1,unter 18,0.9
08226062,3,40 bis 59,2.7
08226063,1,unter 18,1.4
08226076,3,40 bis 59,0.6
08226082,4,60 bis 74,1.1
08226084,2,19 bis 39,1.1
08226095,1,unter 18,2.3
08226096,5,75 und älter,2.0
08226103,1,unter 18,2.3
08226105,5,75 und älter,1.5
08226107,5,75 und älter,3.1
08226013,4,60 bis 74,2.4
08226081,4,60 bis 74,2.2
08226020,1,unter 18,1.6
08226048,1,unter 18,3.0
08226049,4,60 bis 74,1.3
08226086,3,40 bis 59,2.3
08226104,4,60 bis 74,4.7
08226031,5,75 und älter,2.4
08226040,3,40 bis 59,2.0
08226003,3,40 bis 59,2.1
08226032,3,40 bis 59,1.4
08226059,3,40 bis 59,2.6
08226068,3,40 bis 59,1.7
08226006,1,unter 18,2.1
08226022,4,60 bis 74,1.8
08226056,4,60 bis 74,2.5
08226097,3,40 bis 59,1.6
08226046,3,40 bis 59,3.5
08226054,3,40 bis 59,2.1
08226065,3,40 bis 59,3.5
08226027,4,60 bis 74,2.3
08226029,4,60 bis 74,2.7
08226080,4,60 bis 74,3.0
08226099,4,60 bis 74,2.6
08226085,1,unter 18,1.0
08226101,3,40 bis 59,3.7
08226102,3,40 bis 59,3.4
08226017,4,60 bis 74,2.9
08226055,1,unter 18,1.7
08226058,3,40 bis 59,3.0
08226066,1,unter 18,2.0
08226091,1,unter 18,0.9
08226106,4,60 bis 74,2.1
08226010,3,40 bis 59,2.3
08226098,3,40 bis 59,1.5
08231000,2,19 bis 39,2.8
08235065,4,60 bis 74,1.2
08235080,1,unter 18,1.1
08235006,1,unter 18,3.0
08235022,1,unter 18,3.9
08235066,1,unter 18,3.4
08235007,4,60 bis 74,1.8
08235029,1,unter 18,0.9
08235057,3,40 bis 59,1.9
08235067,1,unter 18,2.4
08235018,4,60 bis 74,5.7
08235033,4,60 bis 74,4.4
08235008,4,60 bis 74,2.4
08235073,3,40 bis 59,2.6
08235047,1,unter 18,4.7
08235050,1,unter 18,0.8
08235084,4,60 bis 74,1.7
08235055,4,60 bis 74,2.0
08235085,1,unter 18,1.1
08235020,3,40 bis 59,1.8
08235032,1,unter 18,1.8
08235046,1,unter 18,0.6
08235060,1,unter 18,1.1
08235025,4,60 bis 74,2.0
08235035,4,60 bis 74,1.1
08235079,4,60 bis 74,1.2
08236004,4,60 bis 74,1.3
08236028,3,40 bis 59,0.9
08236030,5,75 und älter,2.1
08236033,3,40 bis 59,1.9
08236046,1,unter 18,1.8
08236070,5,75 und älter,2.0
08236071,1,unter 18,1.1
08236072,4,60 bis 74,1.4
08236019,1,unter 18,2.7
08236025,2,19 bis 39,2.8
08236039,1,unter 18,2.9
08236065,1,unter 18,1.9
08236067,1,unter 18,2.8
08236068,1,unter 18,7.6
08236011,1,unter 18,1.7
08236074,4,60 bis 74,1.4
08236076,3,40 bis 59,1.4
08236038,1,unter 18,1.4
08236061,4,60 bis 74,2.2
08236040,1,unter 18,1.9
08236050,3,40 bis 59,1.2
08236013,5,75 und älter,2.2
08236043,1,unter 18,1.1
08236031,5,75 und älter,1.1
08236073,1,unter 18,1.4
08236075,4,60 bis 74,1.2
08236044,4,60 bis 74,2.3
08236062,4,60 bis 74,1.9
08237002,4,60 bis 74,2.1
08237004,4,60 bis 74,0.7
08237045,1,unter 18,1.6
08237019,1,unter 18,1.7
08237030,1,unter 18,1.7
08237061,1,unter 18,3.0
08237074,4,60 bis 74,1.6
08237028,1,unter 18,0.9
08237073,1,unter 18,1.0
08237075,4,60 bis 74,2.7
08237024,2,19 bis 39,1.2
08237027,3,40 bis 59,2.1
08237040,3,40 bis 59,0.8
08237032,3,40 bis 59,4.1
08237054,1,unter 18,2.2
08311000,2,19 bis 39,10.7
08315068,4,60 bis 74,2.6
08315076,1,unter 18,1.7
08315133,3,40 bis 59,1.4
08315006,5,75 und älter,0.9
08315048,3,40 bis 59,2.5
08315015,1,unter 18,2.1
08315059,4,60 bis 74,1.1
08315072,3,40 bis 59,2.5
08315020,1,unter 18,2.6
08315064,5,75 und älter,3.5
08315084,3,40 bis 59,2.5
08315109,1,unter 18,1.6
08315014,4,60 bis 74,2.0
08315131,3,40 bis 59,1.2
08315047,5,75 und älter,1.6
08315051,1,unter 18,2.1
08315008,3,40 bis 59,3.0
08315033,1,unter 18,3.0
08315050,1,unter 18,1.4
08315003,1,unter 18,5.0
08315056,1,unter 18,6.3
08315073,5,75 und älter,4.1
08315107,4,60 bis 74,4.6
08315125,4,60 bis 74,3.0
08315016,1,unter 18,6.0
08315052,5,75 und älter,1.9
08315013,1,unter 18,1.3
08315030,1,unter 18,4.4
08315043,2,19 bis 39,3.0
08315039,4,60 bis 74,2.7
08315070,1,unter 18,0.8
08315115,5,75 und älter,1.2
08315132,1,unter 18,1.2
08315004,1,unter 18,2.0
08315007,5,75 und älter,5.6
08315022,1,unter 18,3.0
08315074,1,unter 18,1.3
08315111,4,60 bis 74,2.6
08315041,3,40 bis 59,2.1
08315094,1,unter 18,4.5
08315095,1,unter 18,3.0
08315028,1,unter 18,1.3
08315089,1,unter 18,1.3
08315098,1,unter 18,2.4
08315037,3,40 bis 59,3.5
08315102,4,60 bis 74,5.7
08315108,5,75 und älter,4.7
08315130,4,60 bis 74,1.0
08315031,5,75 und älter,1.3
08315113,1,unter 18,1.2
08316009,5,75 und älter,1.3
08316036,4,60 bis 74,2.8
08316045,3,40 bis 59,2.8
08316003,1,unter 18,3.6
08316010,3,40 bis 59,1.1
08316055,4,60 bis 74,2.7
08316011,1,unter 18,1.8
08316024,3,40 bis 59,1.9
08316039,1,unter 18,2.3
08316043,5,75 und älter,1.2
08316054,4,60 bis 74,2.2
08316017,1,unter 18,2.1
08316020,1,unter 18,2.0
08316049,1,unter 18,1.8
08316053,1,unter 18,1.9
08316002,1,unter 18,2.3
08316012,1,unter 18,1.0
08316013,1,unter 18,2.0
08316037,3,40 bis 59,2.3
08316038,3,40 bis 59,2.9
08316051,1,unter 18,1.2
08316014,1,unter 18,2.4
08316042,3,40 bis 59,1.8
08316056,5,75 und älter,1.3
08317005,4,60 bis 74,1.0
08317031,1,unter 18,1.3
08317051,4,60 bis 74,1.1
08317057,1,unter 18,1.8
08317141,4,60 bis 74,1.4
08317151,1,unter 18,1.3
08317153,4,60 bis 74,3.0
08317001,4,60 bis 74,0.7
08317068,4,60 bis 74,3.0
08317116,4,60 bis 74,1.6
08317118,4,60 bis 74,2.1
08317026,1,unter 18,1.4
08317073,1,unter 18,2.4
08317113,1,unter 18,3.1
08317114,2,19 bis 39,8.8
08317152,3,40 bis 59,2.1
08317009,4,60 bis 74,0.9
08317034,5,75 und älter,2.6
08317097,3,40 bis 59,1.8
08317029,1,unter 18,3.7
08317040,5,75 und älter,0.9
08317046,1,unter 18,3.8
08317078,1,unter 18,2.9
08317129,3,40 bis 59,1.9
08317039,4,60 bis 74,1.3
08317041,4,60 bis 74,2.1
08317056,1,unter 18,1.5
08317102,1,unter 18,0.8
08317126,3,40 bis 59,1.9
08317059,1,unter 18,2.0
08317065,1,unter 18,2.7
08317008,1,unter 18,1.9
08317098,1,unter 18,2.3
08317067,3,40 bis 59,1.1
08317089,4,60 bis 74,1.4
08317110,1,unter 18,1.2
08317021,4,60 bis 74,2.3
08317047,3,40 bis 59,0.9
08317096,2,19 bis 39,2.4
08317100,4,60 bis 74,2.4
08317122,4,60 bis 74,1.5
08317121,3,40 bis 59,1.4
08317127,4,60 bis 74,2.9
08317075,1,unter 18,1.4
08317150,1,unter 18,1.7
08317093,3,40 bis 59,1.6
08317145,4,60 bis 74,1.9
08317011,1,unter 18,1.9
08317085,3,40 bis 59,3.5
08317088,3,40 bis 59,1.0
08317146,4,60 bis 74,2.0
08325012,4,60 bis 74,1.2
08325014,1,unter 18,3.4
08325071,3,40 bis 59,2.2
08325015,4,60 bis 74,1.3
08325045,1,unter 18,2.3
08325070,3,40 bis 59,1.9
08325011,1,unter 18,3.1
08325049,1,unter 18,1.3
08325064,1,unter 18,3.6
08325069,4,60 bis 74,0.7
08325072,1,unter 18,1.6
08325050,1,unter 18,1.6
08325051,5,75 und älter,1.9
08325001,1,unter 18,2.2
08325024,1,unter 18,1.8
08325036,5,75 und älter,2.2
08325053,5,75 und älter,1.0
08325057,1,unter 18,1.6
08325061,1,unter 18,1.8
08325009,3,40 bis 59,1.9
08325060,1,unter 18,3.4
08326003,5,75 und älter,4.6
08326005,1,unter 18,1.8
08326031,5,75 und älter,3.3
08326052,5,75 und älter,1.8
08326068,5,75 und älter,2.1
08326006,1,unter 18,2.1
08326012,1,unter 18,0.9
08326027,1,unter 18,3.1
08326017,2,19 bis 39,2.7
08326020,4,60 bis 74,3.8
08326054,4,60 bis 74,2.4
08326055,5,75 und älter,2.3
08326060,1,unter 18,1.8
08326010,1,unter 18,1.7
08326037,4,60 bis 74,2.6
08326041,4,60 bis 74,1.4
08326061,1,unter 18,4.7
08326065,1,unter 18,2.8
08326074,2,19 bis 39,1.3
08326075,4,60 bis 74,2.9
08327004,1,unter 18,3.2
08327008,1,unter 18,6.0
08327016,1,unter 18,1.0
08327027,4,60 bis 74,3.9
08327030,1,unter 18,1.9
08327036,5,75 und älter,1.4
08327041,4,60 bis 74,1.5
08327007,2,19 bis 39,7.7
08327009,3,40 bis 59,2.4
08327013,1,unter 18,1.9
08327019,1,unter 18,1.4
08327029,1,unter 18,2.4
08327040,1,unter 18,3.6
08327051,1,unter 18,0.5
08327018,4,60 bis 74,1.5
08327025,1,unter 18,4.0
08327002,1,unter 18,2.3
08327005,1,unter 18,6.7
08327006,3,40 bis 59,2.9
08327010,1,unter 18,4.5
08327011,1,unter 18,3.2
08327017,1,unter 18,4.6
08327023,1,unter 18,4.4
08327033,4,60 bis 74,3.9
08327046,1,unter 18,1.9
08327012,1,unter 18,5.7
08327020,1,unter 18,1.3
08327048,1,unter 18,2.4
08327049,1,unter 18,4.9
08327038,1,unter 18,2.1
08327050,1,unter 18,2.2
08327054,5,75 und älter,2.7
08327055,1,unter 18,2.6
08327056,1,unter 18,1.9
08327057,3,40 bis 59,1.9
08335035,1,unter 18,1.6
08335063,5,75 und älter,1.7
08335080,1,unter 18,1.9
08335001,3,40 bis 59,2.2
08335022,1,unter 18,1.9
08335097,1,unter 18,2.2
08335015,5,75 und älter,6.1
08335026,1,unter 18,1.7
08335028,1,unter 18,1.1
08335025,4,60 bis 74,6.3
08335055,4,60 bis 74,2.2
08335061,4,60 bis 74,3.9
08335002,5,75 und älter,2.5
08335043,2,19 bis 39,10.2
08335066,3,40 bis 59,2.5
08335075,1,unter 18,1.8
08335077,5,75 und älter,1.3
08335081,3,40 bis 59,3.0
08335100,5,75 und älter,1.7
08335021,3,40 bis 59,1.8
08335057,1,unter 18,5.5
08335079,1,unter 18,1.6
08335096,1,unter 18,2.8
08335098,4,60 bis 74,2.9
08335099,3,40 bis 59,3.3
08336014,4,60 bis 74,1.3
08336084,1,unter 18,1.9
08336087,4,60 bis 74,1.3
08336091,1,unter 18,1.7
08336105,1,unter 18,2.2
08336107,4,60 bis 74,4.5
08336045,1,unter 18,2.5
08336104,4,60 bis 74,3.0
08336043,4,60 bis 74,2.1
08336050,1,unter 18,1.3
08336069,1,unter 18,1.9
08336082,1,unter 18,2.7
08336006,2,19 bis 39,1.4
08336078,1,unter 18,2.4
08336004,4,60 bis 74,3.3
08336025,4,60 bis 74,5.1
08336079,1,unter 18,1.6
08336080,5,75 und älter,2.6
08336089,3,40 bis 59,5.3
08336090,4,60 bis 74,3.0
08336094,1,unter 18,4.4
08336096,4,60 bis 74,2.3
08336034,1,unter 18,3.0
08336036,1,unter 18,2.0
08336057,1,unter 18,1.4
08336081,1,unter 18,1.2
08336008,3,40 bis 59,3.8
08336019,3,40 bis 59,2.0
08336024,3,40 bis 59,6.2
08336073,1,unter 18,5.9
08336075,1,unter 18,5.3
08336100,1,unter 18,3.2
08336103,1,unter 18,3.1
08336106,4,60 bis 74,3.8
08337002,1,unter 18,2.4
08337038,4,60 bis 74,2.1
08337062,1,unter 18,2.6
08337066,1,unter 18,3.4
08337106,1,unter 18,3.0
08337116,1,unter 18,1.1
08337022,3,40 bis 59,0.7
08337127,1,unter 18,3.8
08337030,3,40 bis 59,2.3
08337060,1,unter 18,3.1
08337070,1,unter 18,2.6
08337053,4,60 bis 74,2.0
08337125,1,unter 18,1.2
08337039,3,40 bis 59,0.6
08337128,1,unter 18,2.0
08337049,4,60 bis 74,4.4
08337076,1,unter 18,2.5
08337090,1,unter 18,4.1
08337096,5,75 und älter,1.4
08337013,4,60 bis 74,5.3
08337027,1,unter 18,3.8
08337045,4,60 bis 74,3.7
08337051,5,75 und älter,3.9
08337059,4,60 bis 74,11.2
08337097,1,unter 18,3.4
08337108,4,60 bis 74,8.4
08337032,4,60 bis 74,4.7
08337065,1,unter 18,2.4
08337118,1,unter 18,1.4
08337126,1,unter 18,2.8
08337123,1,unter 18,2.9
08337124,1,unter 18,4.1
08415014,1,unter 18,1.6
08415019,1,unter 18,1.1
08415059,1,unter 18,1.4
08415061,2,19 bis 39,1.2
08415073,4,60 bis 74,1.5
08415080,1,unter 18,1.5
08415091,3,40 bis 59,1.9
08415092,1,unter 18,2.7
08415093,1,unter 18,1.4
08415089,4,60 bis 74,0.9
08415090,1,unter 18,2.7
08415029,3,40 bis 59,1.1
08415050,1,unter 18,1.1
08415062,1,unter 18,1.5
08415027,4,60 bis 74,4.0
08415048,1,unter 18,3.2
08415053,1,unter 18,1.7
08415060,1,unter 18,2.2
08415087,1,unter 18,4.6
08415028,1,unter 18,4.0
08415039,1,unter 18,4.2
08415078,4,60 bis 74,0.3
08415088,3,40 bis 59,1.4
08415034,1,unter 18,3.0
08415058,1,unter 18,2.8
08415085,1,unter 18,1.5
08416009,3,40 bis 59,1.5
08416022,1,unter 18,2.1
08416023,1,unter 18,2.5
08416041,2,19 bis 39,15.6
08416048,1,unter 18,1.7
08416011,1,unter 18,3.7
08416015,1,unter 18,2.5
08416026,1,unter 18,2.3
08416006,1,unter 18,1.2
08416025,1,unter 18,2.4
08416031,1,unter 18,3.5
08416018,1,unter 18,1.3
08416036,1,unter 18,1.5
08416049,1,unter 18,3.6
08416050,3,40 bis 59,2.9
08417013,3,40 bis 59,1.8
08417025,3,40 bis 59,2.0
08417054,1,unter 18,0.9
08417010,4,60 bis 74,1.7
08417079,5,75 und älter,1.4
08417002,5,75 und älter,0.9
08417022,3,40 bis 59,1.1
08417008,4,60 bis 74,1.1
08417023,3,40 bis 59,0.8
08417031,4,60 bis 74,1.1
08417036,4,60 bis 74,4.0
08417051,1,unter 18,2.0
08417044,1,unter 18,3.0
08417045,1,unter 18,2.8
08417047,1,unter 18,1.4
08417014,3,40 bis 59,6.0
08417015,1,unter 18,2.0
08417016,4,60 bis 74,3.3
08417029,4,60 bis 74,3.9
08417052,4,60 bis 74,2.5
08417057,1,unter 18,1.4
08417071,3,40 bis 59,3.2
08417078,3,40 bis 59,2.3
08417063,4,60 bis 74,1.7
08417075,4,60 bis 74,1.1
08421000,2,19 bis 39,6.8
08425039,1,unter 18,2.6
08425108,1,unter 18,2.0
08425141,1,unter 18,1.3
08425002,2,19 bis 39,2.7
08425004,3,40 bis 59,4.2
08425017,1,unter 18,3.7
08425020,1,unter 18,1.7
08425028,1,unter 18,1.8
08425066,4,60 bis 74,1.9
08425140,1,unter 18,2.8
08425014,3,40 bis 59,2.2
08425031,1,unter 18,2.7
08425135,1,unter 18,2.7
08425033,1,unter 18,2.2
08425050,1,unter 18,3.4
08425088,1,unter 18,2.0
08425093,1,unter 18,1.3
08425064,1,unter 18,2.3
08425110,1,unter 18,4.1
08425137,1,unter 18,1.0
08425138,1,unter 18,1.5
08425071,1,unter 18,1.5
08425079,2,19 bis 39,1.9
08425084,1,unter 18,1.6
08425134,1,unter 18,1.9
08425139,3,40 bis 59,2.8
08425005,1,unter 18,1.4
08425011,1,unter 18,2.2
08425013,5,75 und älter,4.9
08425019,1,unter 18,3.6
08425022,1,unter 18,3.0
08425024,1,unter 18,5.5
08425062,3,40 bis 59,6.0
08425072,1,unter 18,2.3
08425083,3,40 bis 59,3.2
08425085,4,60 bis 74,1.2
08425092,3,40 bis 59,4.2
08425097,3,40 bis 59,3.8
08425112,1,unter 18,8.6
08425130,1,unter 18,1.2
08425008,1,unter 18,1.6
08425075,2,19 bis 39,1.8
08425035,2,19 bis 39,4.2
08425036,3,40 bis 59,4.9
08425052,3,40 bis 59,2.7
08425055,4,60 bis 74,2.4
08425073,3,40 bis 59,2.4
08425081,1,unter 18,2.5
08425090,2,19 bis 39,2.7
08425091,1,unter 18,4.0
08425098,4,60 bis 74,3.0
08425104,1,unter 18,1.7
08425123,5,75 und älter,12.0
08425124,1,unter 18,2.5
08425125,3,40 bis 59,7.7
08426134,1,unter 18,3.2
08426005,1,unter 18,3.6
08426006,3,40 bis 59,2.8
08426013,1,unter 18,1.4
08426020,1,unter 18,4.9
08426036,1,unter 18,3.2
08426064,4,60 bis 74,3.5
08426078,3,40 bis 59,6.8
08426090,4,60 bis 74,1.9
08426109,3,40 bis 59,7.2
08426118,1,unter 18,6.0
08426014,1,unter 18,0.6
08426062,1,unter 18,5.6
08426011,1,unter 18,2.6
08426021,2,19 bis 39,1.8
08426038,1,unter 18,2.5
08426058,1,unter 18,4.8
08426071,3,40 bis 59,2.0
08426074,1,unter 18,1.8
08426120,1,unter 18,3.0
08426128,1,unter 18,1.3
08426019,1,unter 18,5.1
08426031,1,unter 18,4.1
08426044,1,unter 18,3.1
08426065,1,unter 18,5.0
08426066,1,unter 18,2.5
08426001,1,unter 18,5.8
08426028,1,unter 18,3.5
08426070,1,unter 18,2.7
08426073,1,unter 18,3.9
08426043,1,unter 18,4.3
08426087,1,unter 18,2.0
08426113,1,unter 18,4.4
08426135,4,60 bis 74,1.7
08426008,4,60 bis 74,2.4
08426035,1,unter 18,1.7
08426045,3,40 bis 59,1.1
08426067,1,unter 18,2.3
08426097,1,unter 18,2.0
08426121,1,unter 18,1.7
08426124,1,unter 18,3.3
08426100,1,unter 18,3.0
08426117,1,unter 18,1.3
08426108,2,19 bis 39,1.1
08426125,1,unter 18,4.5
08435035,3,40 bis 59,0.9
08435013,3,40 bis 59,2.3
08435029,5,75 und älter,1.5
08435030,5,75 und älter,3.6
08435016,2,19 bis 39,1.3
08435024,5,75 und älter,4.1
08435005,1,unter 18,1.4
08435034,1,unter 18,2.0
08435045,1,unter 18,3.7
08435067,3,40 bis 59,3.0
08435010,4,60 bis 74,5.4
08435018,4,60 bis 74,3.9
08435036,5,75 und älter,7.1
08435054,4,60 bis 74,3.6
08435066,4,60 bis 74,2.3
08435015,3,40 bis 59,2.5
08435020,4,60 bis 74,2.3
08435052,4,60 bis 74,1.6
08435042,1,unter 18,2.4
08435057,3,40 bis 59,1.3
08435047,1,unter 18,3.4
08435053,4,60 bis 74,3.5
08435059,5,75 und älter,7.0
08436008,1,unter 18,0.7
08436010,1,unter 18,2.5
08436049,4,60 bis 74,0.5
08436052,1,unter 18,3.2
08436094,1,unter 18,4.8
08436005,4,60 bis 74,2.4
08436019,3,40 bis 59,3.1
08436024,1,unter 18,4.4
08436027,2,19 bis 39,2.1
08436032,1,unter 18,2.7
08436040,4,60 bis 74,8.3
08436047,3,40 bis 59,2.1
08436053,1,unter 18,3.3
08436067,1,unter 18,7.5
08436077,3,40 bis 59,6.0
08436093,1,unter 18,1.7
08436009,1,unter 18,1.2
08436014,1,unter 18,2.2
08436018,1,unter 18,2.0
08436039,1,unter 18,3.2
08436069,1,unter 18,4.0
08436079,1,unter 18,2.0
08436003,3,40 bis 59,1.7
08436004,1,unter 18,1.2
08436055,1,unter 18,1.8
08436011,1,unter 18,0.8
08436012,1,unter 18,2.3
08436013,1,unter 18,2.3
08436064,2,19 bis 39,3.0
08436082,2,19 bis 39,6.8
08436078,4,60 bis 74,1.3
08436085,1,unter 18,3.1
08436001,1,unter 18,3.1
08436006,1,unter 18,2.5
08436081,1,unter 18,1.0
08436083,1,unter 18,3.5
08436095,2,19 bis 39,3.6
08436087,1,unter 18,1.8
08436096,1,unter 18,2.6
08437086,1,unter 18,1.3
08437031,4,60 bis 74,0.7
08437047,4,60 bis 74,2.0
08437082,4,60 bis 74,3.5
08437114,4,60 bis 74,3.2
08437053,1,unter 18,2.2
08437076,3,40 bis 59,1.1
08437101,3,40 bis 59,2.1
08437072,1,unter 18,1.7
08437078,1,unter 18,1.7
08437123,3,40 bis 59,3.3
08437056,4,60 bis 74,3.1
08437088,1,unter 18,1.3
08437118,1,unter 18,2.3
08437124,4,60 bis 74,2.5
08437044,3,40 bis 59,2.1
08437100,1,unter 18,1.4
08437005,5,75 und älter,4.2
08437008,4,60 bis 74,3.0
08437059,1,unter 18,2.6
08437065,1,unter 18,2.9
08437104,2,19 bis 39,2.9
08437105,5,75 und älter,0.9
08437102,1,unter 18,1.6
08437107,4,60 bis 74,0.9
09161000,2,19 bis 39,4.5
09162000,2,19 bis 39,8.1
09163000,2,19 bis 39,3.4
09171111,5,75 und älter,1.8
09171112,5,75 und älter,1.1
09171113,1,unter 18,1.6
09171117,3,40 bis 59,0.9
09171118,3,40 bis 59,1.2
09171125,5,75 und älter,0.9
09171127,1,unter 18,1.8
09171131,4,60 bis 74,1.9
09171132,5,75 und älter,1.1
09171133,3,40 bis 59,3.4
09171137,4,60 bis 74,1.5
09171114,4,60 bis 74,3.0
09171124,3,40 bis 59,2.4
09171116,3,40 bis 59,2.3
09171119,1,unter 18,5.5
09171122,1,unter 18,4.0
09171134,1,unter 18,3.9
09171123,3,40 bis 59,1.3
09171130,4,60 bis 74,2.2
09171115,1,unter 18,2.9
09171126,1,unter 18,3.5
09171129,1,unter 18,1.9
09171121,1,unter 18,1.4
09171135,1,unter 18,3.7
09172111,5,75 und älter,2.7
09172112,3,40 bis 59,1.6
09172114,5,75 und älter,6.5
09172115,5,75 und älter,2.9
09172116,5,75 und älter,1.5
09172117,5,75 und älter,2.2
09172118,2,19 bis 39,1.1
09172122,2,19 bis 39,0.5
09172124,3,40 bis 59,1.6
09172128,5,75 und älter,2.4
09172129,2,19 bis 39,2.5
09172130,3,40 bis 59,0.7
09172131,3,40 bis 59,1.7
09172132,3,40 bis 59,1.1
09172134,1,unter 18,2.9
09173111,3,40 bis 59,2.1
09173112,5,75 und älter,1.8
09173118,3,40 bis 59,2.2
09173120,3,40 bis 59,2.1
09173123,3,40 bis 59,2.1
09173124,1,unter 18,3.0
09173126,3,40 bis 59,1.0
09173130,1,unter 18,4.5
09173131,1,unter 18,6.1
09173134,1,unter 18,2.5
09173135,1,unter 18,1.9
09173137,3,40 bis 59,2.4
09173145,3,40 bis 59,0.8
09173147,3,40 bis 59,2.1
09173113,5,75 und älter,2.4
09173115,1,unter 18,3.4
09173133,5,75 und älter,2.1
09173142,4,60 bis 74,0.6
09173127,3,40 bis 59,2.8
09173140,1,unter 18,2.7
09173141,3,40 bis 59,5.6
09174111,1,unter 18,1.9
09174113,3,40 bis 59,4.2
09174115,3,40 bis 59,1.8
09174118,3,40 bis 59,2.4
09174121,1,unter 18,3.4
09174122,3,40 bis 59,3.8
09174126,1,unter 18,1.8
09174131,3,40 bis 59,1.4
09174135,1,unter 18,3.4
09174136,1,unter 18,2.1
09174137,1,unter 18,4.2
09174141,3,40 bis 59,3.3
09174143,3,40 bis 59,3.1
